課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,課程概述,課程目標,課程要求,評量方式,備註,預期學習時數,詳情頁URL
訓詁學上,張宇衛,59898,CHIN4001,101 41101,必帶,中國文學系,"四 3, 4",,2 類,中文授課,2,40,訓詁學為古籍語義解釋之學，主要授課內容包括︰訓詁學之性質、訓詁體式、訓詁方法、訓詁術語、訓詁實例習作及訓詁學發展簡史等。,"本課程的主要目的在於透過對訓詁理論及實踐之理解，進而對於閱讀古籍及研究古代學術皆能有實際之助益。上學期預計目標：
（1）知悉訓詁學涵蓋面向
（2）了解句讀並習作
（3）字詞典義項的分析
（4）理解相關訓詁術語
（5）古書註解的體式",需修過文字學及聲韻學。,"35%	

期中考


35%	

期末考


30%	

作業

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/59898
專題研究,伍振勳,26860,CHIN7321,121 M0930,選修,中國文學研究所,,,2 類,中文授課,1,3,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","僅開放修畢本系畢業學分之研究生修習,請於加退選期間徵求教師同意並索取授權碼。",,https://course.ntu.edu.tw/courses/114-1/26860
專題研究,潘少瑜,56590,CHIN7321,121 M0930,選修,中國文學研究所,,,2 類,中文授課,1,3,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","僅開放修畢本系畢業學分之研究生修習,請於加退選期間徵求教師同意並索取授權碼。",,https://course.ntu.edu.tw/courses/114-1/56590
漢語音韻專題二,李存智,51456,CHIN7330,121 M4090,選修,中國文學研究所,"二 2, 3, 4",,2 類,中文授課,3,10,本課程運用歷史語言學的觀念和研究方法，以漢語傳世文獻、出土文獻及漢語方言為材料，探討漢語音韻發展的各個議題。包括從音韻結構探討聲母、韻母、聲調及其相互間的影響，分析音變規律，檢視音系格局，釐清語言的連續性等漢語音韻史相關議題。漢語音韻專題一主要討論漢語音韻史中的音節結構與聲母問題，漢語音韻專題二則著重音節結構與韻母問題。,"1熟悉各時期漢語音韻系統，掌握漢語音韻變化的規律與方向。
2嫻熟音韻研究的材料與方法，建立問題意識。
3拓展語言研究視野，深入漢語音韻史。
4培養客觀分析語言現象與理性批判的能力。","1修畢「語言學概論」、「聲韻學」
2參與討論; 撰寫論文述評; 撰寫期末報告","20%	

出席表現與課堂討論


20%	

課堂報告


30%	

論文述評


30%	

期末報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",修畢漢語音韻學相關課程。,4-5小時,https://course.ntu.edu.tw/courses/114-1/51456
尚書研究上,蔣秋華,51039,CHIN7375,121 M3161,選修,中國文學研究所,"三 8, 9",,2 類,中文授課,2,20,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/51039
佛教文學專題,蕭麗華,12143,CHIN7412,121 M2910,選修,中國文學研究所,"五 2, 3, 4",,2 類,中文授課,3,15,本課程擬以中國文學史為綱要，探索佛教文學的產生及其對中國文學體製、主題、語言形式、精神內涵與文人生活文化的影響。最終目的在掌握《中國佛教文學史》的整體範疇與建構藍圖。,"1.學生能認識佛學經典與義理。
2.學生能認識《中國佛教文學史》梗概。
3.學生能發現佛教文學重要研究專題。",無,"30%	

期中討論報告

每人每學期一照分配範疇均須以投影片上臺報告一次


70%	

期末小論文

修課同學期末必須繳交12000字以上的研究論文一篇

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,2小時,https://course.ntu.edu.tw/courses/114-1/12143
先秦道家系譜專題,徐聖心,49897,CHIN7436,121 M3340,選修,中國文學研究所,"四 2, 3, 4",,2 類,中文授課,3,12,道家為先秦最具生命力且最具爭議的學派，其成員、其先後、其系統之區分、其傳承關係，無一不成謎。本課程前半段先閱讀當代研究，考量此一學科的時代問題，及先行成果，冀能百尺竿頭更進；後半擇道家文本精讀，以決先行成果未決諸題，同時開發新議題之可能。,與諸子思想中之道家相關的課程，目前有兩類，若專書，主要以一家為主；而中國思想史，則以各家派為交互力場。前者一家深入，而彼此交涉之跡易泯；後者詳多方之互動影響，而一家一派之特色難彰。如此單一學派之系統轉變與綿延之跡，學子常苦不能自明。因此若有課程綜覽一大學派之特色與轉變軌跡至為重要。本課程一方使學子熟悉道家相關文獻，也使其具備解讀文獻能力，對道家成員及其思想承變之跡相關議題，能有大略了解，並進而能自行研究。,"1閱讀規定文本。
2每單元需交閱讀心得。
3參與課堂討論，包括提問與發言。","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/49897
晚明文學專題,曹淑娟,38213,CHIN7466,121 M2630,選修,中國文學研究所,"四 7, 8, 9",,2 類,中文授課,3,12,在中國文學史的發展歷程中，明清文學一方面上承歷朝文學之成績，而有總結性的繼承與批判，一方面也因時代風會所趨，對民國以來之文學新貌，亦有隱微曲折之啟發影響，其豐富之文獻資源與蘊含議題，值得深入研討闡釋。本課程將以明代中葉至明清之際之文士詩文為主要觀察範疇，每週分立主題，包括地域文化、文論取向、山水園林、才女文學，以及易代變局引帶的身份認同、生死抉擇與實踐等問題，引導學生研讀文本與相關論述，進行解讀思考、交流討論。,"1、熟悉晚明文學的相關文獻，培養專業知識。
2、能相應地掌握並開創研究議題，拓展晚明文學的研究面向與深度。",對晚明文學文化懷抱興趣，主動學習，用心詮釋文本與論述問題，並與同儕討論分享。,"50%	

平時課程參與

請配合各週主題，事先閱讀核心文獻及其他參考資料，參與課堂之導讀、討論，並至少繳交學習心得二篇。


50%	

期末研究報告

請就課程範疇，自行選擇有興趣、有觸發的課題進行研究，平時利用時間與同儕、老師討論，於期末完成一篇具有問題意識、合乎學術規格的論文。

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,平均每週6-9小時,https://course.ntu.edu.tw/courses/114-1/38213
中國近三百年文學史專題(一),梅家玲,19242,CHIN7474,121 M6140,選修,中國文學研究所,"一 6, 7, 8",,2 類,中文授課,3,12,「文學史」是西學東漸以來新興的學科體類，對於形構文學典律、考鏡文學源流、反思文類範疇等方面，皆影響深遠。近三百年來，世變頻仍，其間文學之古典與現代、華夏與世界多重錯綜交會，影響至今不息，同時也見證臺灣浮出歷史地表，迎向近代、現代、當代發展，形成獨特人文景觀。本課程承襲梁啟超、錢穆先生《中國近三百年學術史》主旨與脈絡，以專題方式就「中國近三百年文學」的發展遷變，予以反思重探，期以宏觀方式縱論明清之際至現當代的文學流變，以及與中國暨華語世界現代性的關聯。,"1.	掌握明清之際至現當代文學的文獻材料並具有問題意識
2.	對於文獻材料具有分析研究的能力
3.	對於問題研究具有思辨、創新的能力","1.閱讀指定文獻資料
2.參與課堂討論
3.每週就該週之研討主題撰寫回應文","50%	

課堂討論與、讀書心得回應文撰寫


50%	

期末報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/19242
近世東亞佛教文化專題研究,廖肇亨,52596,CHIN7506,121 M3680,選修,中國文學研究所,"二 2, 3, 4",,2 類,中文授課,3,20,"廿一世紀以來，佛教研究有所謂「文化史」轉向，近年成為學界關注的重要課題。佛教是文化交流過程中最重要的載體，特別在東亞地區，成為形塑共通思想的源頭活水。另一方面，佛教護國思想是其政治哲學反映之一端，同時也是生死觀、群己觀、節義觀、末世觀匯萃交鋒的場域，更是許多文學作品的靈感源頭。東亞佛教與世俗倫理如何交涉，在文藝方面又以什麼樣的方式呈現，在在值得深思。
自從佛教傳入中國之後，不論是一般百姓與身處社會菁英的知識社群﹐皆深染尚佛之風﹐佛教與文藝創作深結不解之緣。從大的方向說，「以禪喻詩」是近世中國詩學最重要的命題，不論贊成與否，都無法對「以禪喻詩」視而不見。中唐以後，中國文學史上一個特殊的文化現象為詩僧的大量出現。自此，傑出的詩僧在中國文學史上代不乏人，明末清初時仍然達到極致頂峰。詩文之外，書法、繪畫、莫不如是。同時近世以來，佛教與東亞國家的命運牽連甚廣。佛教政治倫理觀的演變與社會發展形態的互動關係。本次課程希望以東亞佛教的精神價值為基礎，探求東亞佛教中的理想世界與現實空間。除了家國意識之外，還有「孝」的部分也是關懷的中心，事實上，佛教從傳入中國開始，印度與特重家庭倫理的儒家思想就有各種衝突與討論。本學期透過相關資料的研讀與討論，讓同學對於佛教在東亞流傳的樣態有概括性的掌握。","1.	熟悉東亞佛教文化研究的傳統與前沿
2.	開拓研究視野，並省思東亞佛教文化與世俗倫理的交涉。
3.	熟悉東亞佛教研究的現狀","需要閱讀大量日文參考資料
詳讀相關研究著作
依課程規劃研讀文獻與心得撰寫，參與課堂討論
學期末繳交心得報告","30%	

小論文

每次單元（每週或隔週）撰寫單次閱讀心得


40%	

課堂報告

修課同學需進行上堂報告，就原始文本或二手研究進行心得報告


30%	

期末報告

期末撰寫論文一篇

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,3小時,https://course.ntu.edu.tw/courses/114-1/52596
宋代記體文專題,謝佩芬,40672,CHIN7536,121 M4220,選修,中國文學研究所,"二 7, 8, 9",,2 類,中文授課,3,15,本課程以主題式討論探察有關宋代記體文之重要議題，先將文本分四大類，以便掌握其基本性質，再藉由精讀文本、廣涉相關成果，論辨擇思等步驟，引領學生深究宋代記體文於中國散文史之承繼新變處，從而抉發可續加研究之空間。,"1、增進對宋代散文之認識
2、開拓觀看視域之深廣度
3、培養發現問題之洞察力
4、訓練思辨論證之縝密力","1.	課前預習指定資料
2.	認真參與課堂討論
3.	繳交一篇專題報告","0%	

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,2小時,https://course.ntu.edu.tw/courses/114-1/40672
六朝文史資料專題,張蓓蓓,29375,CHIN7537,121 M1690,選修,中國文學研究所,"四 3, 4",2025-12-25	02:00 - 04:00	文19,3 類,中文授課,2,15,課程內容為介紹現存重要六朝文史資料，以習見之書為主，殘佚文獻為輔，引導同學注意某書中有某類資料，可應用於某方面，又可與某資料連類對照。涉及圖書包括正史、別史、雜史，《文選》、《文心》、《世說》、《水經注》、《高僧傳》、《廣弘明集》、《抱朴子》、《顏氏家訓》、《洛陽伽藍記》、《意林》、《群書治要》等。,期使同學對於中國中古文獻有一定認識，需要時知所使用。,本課程並非只以準備研究六朝文史思想之同學為對象，但修課同學宜有掌握文獻之興趣與能力，願意提升相關知識者。,"80%	

學期報告

期末週繳交報告


20%	

討論表現

隨機討論或指定討論

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,4小時--6小時,https://course.ntu.edu.tw/courses/114-1/29375
韓國的中國戲劇研究與舞台實踐,吳秀卿,45553,CHIN7538,121 M0750,選修,中國文學研究所,"五 7, 8, 9",,2 類,中文授課,3,20,本課程的主要內容為：以半學年的時間，介紹在韓國多年進行的中國戲劇研究成果與以此為基礎出現的當代舞台上的藝術創作，從比較的觀點考察韓中舞台美學的差異與交流結果產生的混溶的創造力。以《趙氏孤兒》、《竇娥冤》《灰闌記》等古典戲曲和《駱駝祥子》、《魚人》、《我愛XXX》、《一句頂一萬句》等的視材料氣候的材料， 有些上課採取的是教師講授和師生配合選讀賞析及分組討論的方式。,"培養研究生關於韓國的中國戲劇研究現狀的理解，並從中國戲劇的傳播與韓國舞台的接受而引起的對文化差異的認識與共鳴的分析, 進一步理解與探索文學與舞台藝術傳播接受創發的文化創造力。","1.學生課前預習中國戲劇史及討論目錄中的戲劇作品。
2.學期末有期末報告","100%	

期末報告

無故缺席一次扣總分2分，缺席5次以上，取消上課資格。

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/45553
中國近三百年學術史專題(一),曹美秀,31856,CHIN7539,121 M1530,選修,中國文學研究所,"一 2, 3, 4",,2 類,中文授課,3,12,所謂「中國近三百年學術」，指明朝末年以迄民國初年，大約三百年間的學術內涵。由於學術的發展及是連續的，故大範圍來說，「中國近三百年學術」是一段特定的時間，但由於時間長、內涵豐富，且學術思想隨著時間而有所發展，故論「中國近三百年學術」，必統合以論其內涵與演變，故以「史」稱之。本課程即以這三百年間的學術發展特色為教學討論重點。,本課程的目標在增進學生對中國近三百年學術史的了解，訓練學生直接閱讀古典文獻，進而培養深入研究的基本能力。為達成上述目標，在教學上，閱讀、講授及討論並重。閱讀的對象以明、清原典為主，並兼及當代學者的研究論文。講授與討論的重點，在加強同學對原始文獻中學術問題的正確理解，並能掌握學界對相關問題的論述與研究方向。,本課程為研究所專門課程，以討論為主。教師主要做重點講述與評論，修課同學必須撰寫報告，輪流主講，並與教師同學共同討論。旁聽者亦然。,"40%	

平時成績

課堂報告與參與討論情形


60%	

期末報告

將課堂報告之內容，修改、增補以撰寫成正式的學術論文

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,10小時,https://course.ntu.edu.tw/courses/114-1/31856
碩士論文,,25829,CHIN7999,121 M0010,必修,中國文學研究所,,,1 類,中文授課,0,80,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/25829
大學國文：文學鑑賞與寫作（一）,張宇衛,01001,CHIN8012,101 80110,必修,無授課對象,"五 7, 8, 9",,3 類,中文授課,3,35,"本課程於大學國文課程模組中，兼有「自我與他者」、「奇幻與創造」、「詮釋與記憶」三項。
「神話」保留先人對於日常周遭、自然萬物以及自身民族源起等諸多認識與解釋。中國神話經過多民族融合的過程，神話的流傳常帶有著多元、複合層面，其中還涉及到歷史、區域、政治等因素的影響。形諸文字後，神話文本不僅具有文學性，又帶有著作者形塑的目的性，以及神話本身的多層性，共同鎔鑄出神話文學的美感。本課程藉由閱讀先秦兩漢保留下來的神話文獻，逐步認識相關議題，從中提取問題，進而分析其中的層次，以此廓清過去的認知，並反思現今社會中神話如何化入日常生活中，以及神話在今日的意義。","1.通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。 
2.訓練學生分析與思辨的基本能力，培養轉化知識或經驗的論述和表達能力。 
3.藉由實作與討論，充實文類知識，使學生逐步掌握寫作要點。
4.以議題為導向，充實文體知識，使學生熟習各類文篇之主題類型、篇章結構與修辭方法。","1. 課前預習文本
2. 課堂互動與小組討論
3. 分組報告與課堂書寫","30%	

期中報告


30%	

期末報告


10%	

課堂表現


30%	

課堂作業

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,2小時,https://course.ntu.edu.tw/courses/114-1/01001
大學國文：文學鑑賞與寫作（一）,陳雀倩,01002,CHIN8012,101 80110,必修,無授課對象,"五 7, 8, 9",,3 類,中文授課,3,35,"本課程通過中國現代小說、臺灣當代小說、華語電影的閱讀和分析，從文本敘事的研讀和思索，試著帶領同學進入文學作品中描繪的文化語境、時代議題、鄉土敘事和現代主義、後現代主義等藝術形式的認識。並藉由這些兩岸現當代小說的深度理解以及其所呈現的現代中國的個人主義、知識分子形貌、民國文化和女性意識的描繪、臺灣七十年代市鎮知識分子的理想主義、都會小說的後現代形式和精神等等，期許同學開廣視野，認識兩岸文學風景中的形式和意涵；輔以中國當代電影的閱讀和分析，帶領同學領略大陸當代農村文化中的城鄉差異和賈樟柯電影之形式美學。
課程主題設計呼應臺大中文系規定大學國文主題設計：自我與他者；編創與展演；詮釋與記憶。","（1）通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。
（2）訓練學生分析與思辨的基本能力，培養轉化知識或經驗的論述和表達能力。
（3）藉由實作與討論，充實文類知識，使學生逐步掌握寫作要點。
（4）重新感受文學作品的力量，並試著與其融合於日常之閱讀，並覺得它可以影響些什麼。","1.兩岸現當代小說、電影閱讀力。
2.陌生化句子練習、經典閱讀報告、電影本事敘寫三種。
3.分組探討相關議題。","25%	

期中考

開書考。


25%	

期末考

開書考。


12%	

作業一：經典閱讀寫作

範圍：現代小說。(課堂說明)


3%	

作業二：陌生化習作練習

白先勇尹雪艷課後陌生化句子練習。


12%	

作業三：電影本事敘寫

賈樟柯黑幫電影：《江湖兒女》。


3%	

作業四：電影討論

電影議題分組討論。


20%	

出席率

不定期點名。

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,4hrs。,https://course.ntu.edu.tw/courses/114-1/01002
大學國文：文學鑑賞與寫作（一）,吳佩熏,01003,CHIN8012,101 80110,必修,無授課對象,"五 7, 8, 9",,3 類,中文授課,3,35,"本課程的文本主題為「自我與他者」、「編創與展演」，配合全校國文課活動「探索與書寫」，引導同學從個人記憶與人我關係出發，探索抽象的情感，演繹多層次的詮釋觀點。

選文的主軸是「馬」，挑選散文、華語流行歌及多維度的「戲曲文本」。經典的劇目在古今異代的演出平台煥發出炫目的光彩，是以選取《牆頭馬上》、《荔鏡記》，和《薛平貴與王寶釧》（又名《紅鬃烈馬》）的傳統老戲與當代新編，引導學生思索劇作家如何建構情節，演員劇團如何表演呈現，影音技術如何拓展演出形式。觀察不同文類如何匯聚成為一個完整劇本，放諸不同的劇種，可與劇場、電視、電影等載體碰撞出新穎的面貌。增進學生對戲曲作品之鑒賞能力，對兩性情感與文化現象之省思，並引導學生將課堂所得撰寫成文，精進同學「思辨與寫作」的能力，亦能善用PPT與AI工具，並轉化為口語表達的綜合呈現。","臺大國文課的共同目標為：（本課程將視情況調整）
閱讀方面──
1. 通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。
2. 以議題為導向，充實文體知識，使學生熟習各類文篇之主題類型、篇章結構與修辭方法。

口述及寫作方面──
1. 訓練學生邏輯推理、議題分析的基本技能，熟悉轉化知識或日常經驗的論述和表達能力。
2. 藉由實作，使學生能逐步掌握議論、說明、描寫、敘事或抒情等各種類型的寫作要點。","1. 課前閱讀指定文本與資料
2. 課中積極參與討論、發言
3. 課後準時繳交指定作業，遲交3天內作業8折，第4天交60分，第5天後算缺交0分
4. 請依規定請假","20%	

課程參與


50%	

課程作業


30%	

口語表達

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/01003
大學國文：文學鑑賞與寫作（一）,李文鈺,01004,CHIN8012,101 80110,必修,無授課對象,"五 7, 8, 9",,3 類,中文授課,3,35,"本課程涵納大學國文「自我與他者」、「人類與自然」、「詮釋與記憶」等主題，以唐宋詞為閱讀範圍。
    詞是中國文學史上最精致美麗的文體，訴說細膩深曲的情意。課程首先探索詞的起源、形式特質、解讀方法，之後進行詞作選讀。詞依內容分為四類：一、「風月情濃」。以美人愛情為題材，為詞發展初期的特色。本單元解析詞人如何刻畫女性形象、傳釋愛情相思，並探索風月字面下的深層意涵。二、「物態風光」。物態的精致摹寫、風景的生動描繪，為詞的重要成分。本單元自物及景，觀察詞人如何透過靈視與摹寫，化微物與空間為境界。三、「似水年華」。時間是詞的重要主題，本單元閱讀詞人如何抒寫時序感受，體會滄桑中的變與不變，思索時光巨河中的個人存在意義。四、「自我書寫」。原屬豔科小技的詞，在文人筆下漸成為書寫自我的載體。本單元解析詞人如何在追憶中重塑自我，在超曠豪放的詞風中鏤刻其漂泊沉鬱的心靈。","1.	通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。
2.	訓練學生分析與思辨的基本能力，培養轉化知識或經驗的論述和表達能力。
3.	藉由實作與討論，充實文類知識，使學生逐步掌握寫作要點。
4.	本課程透過詞作閱讀、理解、感受與同情，體察文人如何以文字表達幽微情思與生命經驗，同時涵養對文字的敏銳度與感受力，並轉化為表現個人情感、思索、見解的能力，享受悠遊於書寫的快意。","1.  對於充實詞學知識、學習詞作解讀懷抱熱情，願意深入詞境領略文字之精妙與文學之深美，共同探索心靈、閱歷生命、涵泳性情。
2.  寫作要求真誠與耐心，希望透過課程切磋，所完成的不只是作業，更是精準表現個人所學所思的作品。
3.  課程要求心無旁鶩，認真學習，重視出席率與上課表現。","30%	

寫作


20%	

小組討論


50%	

期末考


0%	

上課表現

依出席狀況及課程參與，得調整學期總成績一至二等第

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,5小時,https://course.ntu.edu.tw/courses/114-1/01004
大學國文：文學鑑賞與寫作（一）,康韻梅,01005,CHIN8012,101 80110,必修,無授課對象,"五 7, 8, 9",,3 類,中文授課,3,35,"一、主題設計：自我與他者、個人與社會、奇幻與創造、詮釋與記憶
二、課程鑑賞的文學作品主要為中國古典小說中的短篇文本，包括唐代傳奇和明代話本的經典之作。以文本細讀的方式深刻地抉發作品的藝術形式和主題意涵，培養同學賞析小說的能力，同時對於中國古代小說的內容有所瞭解，更重要的是以小說為媒介，認識人性，反思自我，驗證人生。
本課程的上課方式為講授和討論並重，希望經由多向的互動探討闡發作品的意義，同時可以加強同學們的口語表達和聆聽能力。此外，本課程以所閱讀文本為基礎，衍生一系列的寫作訓練課程，以增進同學們的思考和寫作能力。","一、	通過經典、代表性文本的精讀、解析及詮釋，使學生熟悉人文思維，了解人文精神與傳統在現代社會的重要。
二、透過充分討論與系統性的寫作練習，增進學生思考及語文表達能力。
三、培養學生對一己生命的感知、反思，進而自覺其生命的價值與意義。","一、課前預讀文本、積極參與課堂討論、按時繳交作業。

二、作業：
（一）描述「傳奇」和「話本」的世界 
（主題意識的形成）
1.	擬定一題目描述「傳奇」的世界（11月14日）
2.	擬定一題目描述「話本」的世界（12月12日）

（二）比較「傳奇」和「話本」文本形式表達和內蘊思想的差異
（分析與思辯）
擬定一題目比較「傳奇」和「話本」敘事差異（12月19日）
（三）「傳奇」和「話本」的評價及閱讀「傳奇」和「話本」之於我的意義 
    （對話與論述）
 擬定一題目從我的閱讀評價「傳奇」和「話本」（12月19日）","40%	

考試成績


40%	

作業成績


20%	

平時成績（課堂測驗、參與討論）


0%	

出席成績

無故缺席一次扣總成績二分

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/01005
大學國文：文學鑑賞與寫作（一）,李存智,01009,CHIN8012,101 80110,必修,無授課對象,"一 7, 8, 9",,3 類,中文授課,3,35,"本課程之規劃，旨在藉由閱讀與討論取材範圍廣、高度反映社會面貌的短篇傳奇小說（旁及志怪小說），使學習者感受人生的多種可能。透過豐富多樣的小說主題、生動鮮活的藝術形象、曲折跌宕的故事情節及優美動人的文學語言，感受一次次美學饗宴。主要講述與討論內容如下：
一、緒論：小說起源；中國小說簡史
二、唐傳奇小說（主題式閱讀與討論）
三、清傳奇小說：聊齋志異（主題式閱讀與討論）","本課程之教學目標可以概括為四點：
一、通過代表性文本的精讀、解析及詮釋，豐富學生的人文思維與涵養。
二、訓練學生分析與思辨的基本能力，培養轉化知識或經驗的論述和表達能力。
三、藉由實作與討論，充實文類知識，使學生逐步掌握寫作要點。
四、藉由閱讀文學作品陶冶情性、論證思辨，在日常生活中也能擁有欣賞美和創造美的能力，從而成為具有獨立思考與判斷能力的斐然君子。","一、繳交上課證（內含照片、聯絡方式、學習簡歷、閱讀經驗）。未繳交者扣課堂表現分數20％。
二、閱讀小說文本，討論小說前舉行隨堂測驗---「預習評量」。隨堂考試缺考以零分計。
三、作業遲交扣分。未繳交者以零分計。
四、無故缺席達三次，建議停修。
五、無法配合課程規劃者，請勿選修。","30%	

隨堂測驗

簡答題，五題。作答時間10分鐘。


30%	

期末測驗

申論題，四題。作答時間三堂課時。


30%	

作業

1論文述評
2經典閱讀報告


10%	

課堂表現

含提問、討論與出缺席

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,2-4小時,https://course.ntu.edu.tw/courses/114-1/01009
